S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of Votes
15.0,DODDAPANENI RAJA NAIDU,Independent,1315,3,1318,0.1
16.0,MAYANA MOHAMMED SALMAN KHAN,Liberation Congress Party,1069,2,1071,0.08
17.0,KASTURI OBAIAH NAIDU,Independent,885,2,887,0.07
18.0,ASADI VENKATADRI,Independent,689,2,691,0.05
19.0,NOTA,None of the Above,11324,76,11400,0.86
1.0,DAGGUMALLA PRASADA RAO,Telugu Desam,765536,12535,778071,54.84
2.0,REDDEPPA.N .,Yuvajana Sramika Rythu Congress Party,552469,5123,557592,39.3
3.0,MOTUKUR JAGAPATHI,Indian National Congress,29431,719,30150,2.12
4.0,THOGURU VIJAYA KUMAR,Bahujan Samaj Party,13389,122,13511,0.95
5.0,YUGANDAR . KONDA,Independent,6889,84,6973,0.49
6.0,K.MUNI KRISHNA,Independent,3954,2,3956,0.28
7.0,P.JANAKI RAMA RAO ( BABU),National Maha Sabha Party,2822,11,2833,0.2
8.0,PETA.MOHAN .,Independent,2365,1,2366,0.17
9.0,C.SUDHAKAR,Independent,1934,1,1935,0.14
10.0,N.CHANDRABABU,Independent,1878,7,1885,0.13
11.0,MADASI SUDHARSHAN,Independent,1575,3,1578,0.11
12.0,D.MAHESH,Independent,1109,10,1119,0.08
13.0,P.MADHU,Independent,902,4,906,0.06
14.0,N.BHUPATHI,Independent,862,32,894,0.06
15.0,A. PURNA CHANDRA,Independent,856,1,857,0.06
16.0,PALLIPATTU.ABHINAV VISHNU,Samajwadi Party,670,6,676,0.05
17.0,N.GANGAIAH .,Independent,547,5,552,0.04
18.0,T NARESH,Independent,532,2,534,0.04
19.0,BANDAPALLI RAMESH,Independent,490,3,493,0.03
20.0,NOTA,None of the Above,11812,164,11976,0.84
1.0,KAMAKHYA PRASAD TASA,Bharatiya Janata Party,892766,4277,897043,55.04
2.0,ROSELINA TIRKEY,Indian National Congress,646123,1973,648096,39.76
3.0,DILUWARA BEGUM CHOWDHURY,Independent,11719,24,11743,0.72
4.0,BINOD GOGOI,Independent,10625,54,10679,0.66
5.0,ANIMA DEKA GUPTA,Voters Party  International,8641,32,8673,0.53
6.0,TRIDIV JYOTI BHUYAN,Independent,8091,37,8128,0.5
7.0,ABDUL HOQUE,Independent,6395,46,6441,0.4
8.0,JYOTISKA RANJAN GOSWAMI,Independent,4494,44,4538,0.28
9.0,SAILEN CH MALAKAR,Bharatiya Gana Parishad,3698,22,3720,0.23
10.0,SALIM AHMED,Asom Jana Morcha,3243,23,3266,0.2
11.0,SALEH AHMED MAZUMDAR,Republican Party of India (Athawale),3160,19,3179,0.2
12.0,NOTA,None of the Above,24212,219,24431,1.5
1.0,RANJIT DUTTA,Bharatiya Janata Party,771018,4770,775788,60.21
2.0,PREMLAL GANJU,Indian National Congress,412553,1827,414380,32.16
3.0,RISHIRAJ KAUNDINYA,Aam Aadmi Party,32771,277,33048,2.56
4.0,RAJU DEURI,Bodoland Peoples Front,19775,117,19892,1.54
5.0,PRADIP BHANDARI,Independent,8136,69,8205,0.64
6.0,KAMESWAR SWARGIARY,Voters Party  International,7320,62,7382,0.57
7.0,RINKU ROY,Gana Suraksha Party,6780,43,6823,0.53
8.0,ALAM ALI,Bahujan Maha Party,4186,16,4202,0.33
9.0,NOTA,None of the Above,18535,213,18748,1.46
1.0,PRADAN BARUAH,Bharatiya Janata Party,659307,3815,663122,54.75
2.0,UDAY SHANKAR HAZARIKA,Indian National Congress,458720,3145,461865,38.13
3.0,DHIREN KACHARI,Communist Party of India,19562,69,19631,1.62
4.0,GHANA KANTA CHUTIA,All India Trinamool Congress,14055,142,14197,1.17
5.0,BIKRAM RAMCHIARY,Independent,10218,75,10293,0.85
6.0,GOBIN BISWAKARMA,Independent,7461,65,7526,0.62
7.0,DEBA NATH PAIT,Independent,6143,20,6163,0.51
